product_id,product_name,description,price,category,supplier_id,created_at,updated_at
640,Flower - Commercial Spider,Inhalation of hot air and gases,"€684,12",Food & Drink,640,2023-02-16,2024-05-23
641,Pan Grease,"Blister (nonthermal), right lower leg","€164,11",vvvv,641,2024-01-10,2024-04-29
642,Okra,Late syphilis,"€107,09",Arts & Entertainment,642,2023-05-11,2023-02-02
643,Wine - Pinot Noir Stoneleigh,Other abnormal cytological findings on specimens from anus,"€871,25",Arts & Entertainment,643,2023-09-06,2023-10-21
644,Rootbeer,Unspecified open wound of lower back and pelvis,,vvvv,644,2023-05-30,2023-01-07
645,Bread - Italian Roll With Herbs,"Nondisp fx of epiphy (separation) (upper) of l femr, 7thP","€770,05",vvvv,645,2023-08-28,2024-02-27
646,Sauce - Ranch Dressing,Unspecified injury of other blood vessels at lower leg level,"€37,32",Gifts & Special Events,646,2024-02-29,2023-11-05
647,Milk - Homo,Anterior displaced fracture of sternal end of left clavicle,"€833,40",Arts & Entertainment,647,2023-07-21,2023-08-15
648,Cheese - Provolone,"Unsp fracture of unsp patella, init for opn fx type 3A/B/C","€8,78",Attractions,648,2023-02-02,2024-02-22
649,Tart - Lemon,"Cont preg aft spon abort of one fts or more, third tri, fts3","€235,71",Food & Drink,649,2023-11-29,2023-11-12
650,Mousse - Banana Chocolate,"Unspecified subluxation of right knee, subsequent encounter","€626,65",Attractions,650,2023-03-10,2024-06-06
651,"Sugar - Sweet N Low, Individual","Disp fx of anterior wall of left acetabulum, init for opn fx","€148,06",Gifts & Special Events,651,2023-07-30,2024-02-10
652,"Pasta - Lasagna Noodle, Frozen","Injury of flexor muscle, fascia and tendon at forearm level",,Gifts & Special Events,652,2024-06-02,2023-05-14
653,Ostrich - Fan Fillet,Toxic effects of unsp halogen derivatives of aromat hydrocrb,"€843,06",Food & Drink,653,2024-03-21,2023-06-12
654,Beef - Eye Of Round,Superficial foreign body of left forearm,"€828,13",aaaa,654,2023-02-05,2023-03-23
655,Blue Curacao - Marie Brizard,"Oth fx upper end of left ulna, subs for clos fx w delay heal","€935,53",Beauty & Fitness,655,2023-05-14,2023-08-24
656,Cheese - Taleggio D.o.p.,"Disruption of internal operation (surgical) wound, NEC, init","€826,06",Gifts & Special Events,656,2024-05-29,2023-02-12
657,"Wine - Red, Metus Rose",Displaced fracture of medial phalanx of right index finger,"€97,12",Arts & Entertainment,657,2024-05-19,2024-05-02
658,Carbonated Water - White Grape,"Unspecified sprain of right little finger, sequela","€773,73",aaaa,658,2023-11-02,2024-05-19
659,Rice - Aborio,"Burn first degree of unsp mult fngr, not inc thumb, subs","€614,29",Arts & Entertainment,659,2023-12-20,2024-03-02
660,"Artichokes - Knobless, White","Other injury of ovary, unilateral, initial encounter",,Gifts & Special Events,660,2023-09-20,2023-07-12
661,Tart - Butter Plain Squares,"Poisoning by pyrazolone derivatives, accidental, init","€489,55",Gifts & Special Events,661,2023-01-18,2023-05-19
662,"Radish - Black, Winter, Organic","Anterior disloc of proximal end of tibia, unsp knee, subs",,aaaa,662,2024-01-11,2023-04-17
663,Glass Clear 7 Oz Xl,Food in bronchus causing asphyxiation,,Gifts & Special Events,663,2023-10-23,2024-05-13
664,Gloves - Goldtouch Disposable,Corrosion of second degree of foot,"€554,35",aaaa,664,2023-05-31,2024-01-14
665,Pastry - Key Limepoppy Seed Tea,"Poisoning by oth antidysrhythmic drugs, undetermined, subs","€906,68",Attractions,665,2024-06-18,2023-01-23
666,Scallops - 20/30,"Laceration with foreign body, left foot",,Beauty & Fitness,666,2023-06-10,2023-07-02
667,Tomatoes - Yellow Hot House,"Nondisp segmental fracture of shaft of left femur, sequela","€136,91",Food & Drink,667,2024-01-16,2024-02-15
668,"Juice - Tomato, 48 Oz","Traumatic subcutaneous emphysema, sequela","€6,72",vvvv,668,2023-08-01,2024-05-11
669,Bread - Multigrain,"Periprosth fx around internal prosth r elbow joint, subs","€399,53",Beauty & Fitness,669,2023-02-08,2024-05-06
670,Curry Paste - Madras,Unspecified hydronephrosis,"€543,07",Beauty & Fitness,670,2023-06-30,2023-11-24
671,Cream - 10%,Oth intraop cardiac functional disturb during oth surgery,"€295,54",aaaa,671,2023-07-16,2024-05-26
672,Muffin Orange Individual,Anaphylactic reaction due to vaccination,"€781,38",Gifts & Special Events,672,2023-12-30,2023-11-27
673,Muffin Mix - Oatmeal,"Sprain of posterior cruciate ligament of left knee, init","€616,46",vvvv,673,2024-03-22,2024-06-29
674,Table Cloth 53x69 White,Rheu heart disease w rheumatoid arthritis of unsp wrist,"€173,20",aaaa,674,2024-01-17,2023-01-09
675,"Fish - Scallops, Cold Smoked","Enthesopathy, unspecified","€540,13",Food & Drink,675,2023-09-06,2023-01-03
676,Sansho Powder,"Activity, cooking and baking","€266,57",Food & Drink,676,2023-02-27,2024-01-20
677,Pork - Side Ribs,Underdosing of mixed antiepileptics,"€773,56",aaaa,677,2024-02-13,2023-02-20
678,"Noodles - Cellophane, Thin","Oth traum nondisp spondylolysis of 7th cervcal vert, 7thG","€482,40",Beauty & Fitness,678,2023-08-22,2023-11-13
679,Cheese - Cheddarsliced,"Other subluxation of left foot, sequela","€169,35",aaaa,679,2023-10-19,2024-06-12
680,"Chicken - Thigh, Bone In","Disp fx of dist phalanx of l lit fngr, 7thP","€945,45",Beauty & Fitness,680,2023-01-03,2023-09-04
681,"Wine - White, Concha Y Toro","Inj musc/tend anterior grp at low leg level, right leg, subs","€639,61",vvvv,681,2024-03-28,2024-04-20
682,Bread - 10 Grain Parisian,Rectocele,"€846,31",Arts & Entertainment,682,2023-07-10,2024-04-27
683,Lady Fingers,Myasthenia gravis with (acute) exacerbation,"€162,17",vvvv,683,2023-11-04,2023-08-28
684,Beef - Montreal Smoked Brisket,"Nondisp fx of fifth metatarsal bone, right foot, sequela","€514,53",Beauty & Fitness,684,2023-11-06,2023-11-03
685,Beef - Bresaola,Non-prs chr ulcer oth prt l low leg limited to brkdwn skin,"€793,06",Gifts & Special Events,685,2023-12-23,2023-08-05
686,Soy Protein,"Strike/struck by driver side automobile airbag, init","€777,07",Attractions,686,2024-03-12,2024-01-26
687,Pastry - Apple Large,"Oth physeal fx lower end of l tibia, subs for fx w malunion","€521,91",aaaa,687,2023-04-24,2023-09-01
688,Puree - Passion Fruit,"Sltr-haris Type III physeal fx unspecified metatarsal, 7thD","€663,78",Arts & Entertainment,688,2023-08-27,2023-06-01
689,Passion Fruit,"Nondisp comminuted fracture of shaft of radius, unsp arm",,aaaa,689,2023-11-03,2023-01-31
690,Flower - Commercial Spider,"Nondisp fx of head of unsp rad, 7thJ","€521,37",Beauty & Fitness,690,2023-06-14,2023-12-26
691,Salt And Pepper Mix - White,Jumping or diving into other water striking wall,"€648,02",Arts & Entertainment,691,2023-06-02,2024-06-20
692,Wine - Vouvray Cuvee Domaine,Open bite of left forearm,"€607,10",Gifts & Special Events,692,2023-03-14,2024-04-11
693,Chicken - Soup Base,"Central retinal vein occlusion, left eye, stable",,Beauty & Fitness,693,2023-01-20,2023-03-23
694,Wine - Jafflin Bourgongone,"Pnctr w foreign body of unsp external genital organs, male","€351,07",Food & Drink,694,2023-11-16,2023-09-12
695,"Pork - Bacon,back Peameal",Congenital shortening of unspecified upper limb,"€301,76",vvvv,695,2024-06-06,2023-03-23
696,Island Oasis - Sweet And Sour Mix,Acute tracheitis with obstruction,"€845,62",Gifts & Special Events,696,2023-11-20,2023-03-31
697,Lamb Rack Frenched Australian,"Inj great saphenous at hip and thi lev, left leg, sequela","€669,76",Gifts & Special Events,697,2024-02-01,2023-05-16
698,Truffle Cups - Brown,"Contact w transmission devices, NEC, sequela","€646,02",aaaa,698,2023-11-13,2023-06-10
699,Fondant - Icing,"Nondisp bimalleol fx r low leg, init for opn fx type I/2","€971,28",aaaa,699,2023-08-25,2024-03-12
700,Sage Ground Wiberg,"Unsp inj extn musc/fasc/tend finger at wrs/hnd lv, sequela","€793,05",Beauty & Fitness,700,2023-08-03,2023-02-19
701,"Soup - Campbells, Beef Barley","Poisoning by antiviral drugs, intentional self-harm, sequela","€482,98",Beauty & Fitness,701,2023-05-15,2024-03-24
702,"Soup - Campbells, Butternut",Unsp athscl type of bypass graft(s) of the extremities,"€274,58",Food & Drink,702,2023-09-13,2023-12-28
703,Potatoes - Peeled,"Nondisp commnt fx shaft of l fibula, 7thK","€586,57",Food & Drink,703,2023-12-31,2023-01-02
704,Hipnotiq Liquor,"Other specified rheumatoid arthritis, right wrist","€601,94",vvvv,704,2023-07-31,2024-06-28
705,Muffin Batt - Carrot Spice,"Primary open-angle glaucoma, unspecified eye, mild stage","€885,76",Arts & Entertainment,705,2023-10-15,2023-06-30
706,Cranberries - Dry,Hypertrophic elongation of cervix uteri,"€17,21",Gifts & Special Events,706,2024-06-17,2024-02-26
707,Beer - Rickards Red,"Injury of unsp nerve at shldr/up arm, right arm, sequela",,Food & Drink,707,2023-05-11,2023-06-18
708,Wine - Cabernet Sauvignon,"Nondisp fx of med condyle of l tibia, 7thJ","€903,39",Gifts & Special Events,708,2024-03-29,2023-11-22
709,Orange - Blood,"Acute sphenoidal sinusitis, unspecified","€424,21",Food & Drink,709,2023-09-28,2023-08-18
710,Steampan Lid,"Corros unsp deg of unsp site right low limb, ex ank/ft, subs",,Gifts & Special Events,710,2023-10-13,2023-11-19
711,Ecolab - Lime - A - Way 4/4 L,Contusion and laceration of left cerebrum,"€891,23",Arts & Entertainment,711,2024-06-07,2024-01-17
712,"Beef - Bones, Marrow","Injury of radial nerve at forearm level, right arm, subs","€648,86",Gifts & Special Events,712,2024-02-21,2024-05-27
713,"Coke - Diet, 355 Ml",Other serum reaction due to vaccination,"€58,00",vvvv,713,2023-02-04,2024-06-11
714,"Bread - Pita, Mini","Burn of unspecified degree of right wrist, initial encounter","€280,53",aaaa,714,2023-09-10,2024-05-20
715,Chicken Giblets,"Poisoning by other viral vaccines, assault, init encntr","€942,19",Gifts & Special Events,715,2023-06-04,2023-12-29
716,"Liners - Banana, Paper",Unsp place in single-family (private) house as place,,Attractions,716,2023-01-01,2023-07-02
717,Cheese - Asiago,"Unspecified injury of right shoulder and upper arm, sequela","€637,36",vvvv,717,2024-02-21,2023-06-17
718,Beef Dry Aged Tenderloin Aaa,"Bent bone of left rad, subs for opn fx type I/2 w delay heal","€26,49",Food & Drink,718,2023-03-29,2023-10-29
719,Chocolate - Milk,"Breakdown (mechanical) of indwelling ureteral stent, sequela","€625,46",aaaa,719,2023-07-12,2024-04-01
720,Chicken - Whole Roasting,"Oth injury of axillary or brachial vein, right side","€705,92",aaaa,720,2023-06-01,2023-12-05
721,Wine - Saint Emilion Calvet,"Nondisp fx of prox phalanx of l great toe, 7thD","€67,58",aaaa,721,2023-01-09,2024-02-13
722,Compound - Strawberry,Spacecraft fire injuring occupant,,Arts & Entertainment,722,2024-04-21,2023-07-04
723,Versatainer Nc - 9388,"Nondisp apophyseal fx unsp femr, 7thH","€624,64",Attractions,723,2023-12-26,2023-06-03
724,Coconut - Whole,"Gout due to renal impairment, right wrist","€567,64",Arts & Entertainment,724,2023-04-09,2023-10-07
725,Pepper - Cayenne,"Oth injury of intercostal blood vessels, right side, sequela","€889,23",Gifts & Special Events,725,2024-01-09,2023-10-25
726,Bread Base - Goodhearth,"Animl-ridr inj pk-up truck, pick-up truck, van, hv veh, subs","€746,85",Attractions,726,2023-09-28,2023-12-24
727,Snapple - Mango Maddness,"Paralytic calcification and ossification of muscle, oth site",,Attractions,727,2024-02-10,2024-03-29
728,Vacuum Bags 12x16,"Unspecified sprain of right ring finger, sequela","€406,68",Food & Drink,728,2023-06-13,2024-02-25
729,Bols Melon Liqueur,"Corros 3rd deg mu sites of right lower limb, ex ank/ft, sqla",,Gifts & Special Events,729,2023-06-16,2024-03-07
730,"Wine - Saint - Bris 2002, Sauv","Unspecified open wound, left ankle, subsequent encounter","€685,14",aaaa,730,2023-11-13,2024-05-13
731,"Capon - Breast, Double, Wing On",Other subluxation and dislocation of shoulder joint,"€564,85",Arts & Entertainment,731,2023-03-30,2024-01-17
732,"Turkey - Breast, Boneless Sk On","Rupture of synovium, left elbow","€648,83",Gifts & Special Events,732,2023-10-21,2023-02-09
733,Baking Powder,"Poisoning by oth antiprotozoal drugs, undetermined, subs","€296,06",Arts & Entertainment,733,2023-08-08,2023-10-25
734,Puree - Strawberry,"Legal intervnt involving manhandling, bystand injured, init","€594,48",Arts & Entertainment,734,2023-06-27,2024-05-03
735,Chicken - Whole,Traumatic rupture of unspecified ligament of wrist,"€141,48",vvvv,735,2023-11-06,2024-04-29
736,Turnip - Mini,"Sltr-haris Type IV physl fx low end rad, r arm, 7thD","€719,40",Attractions,736,2024-06-22,2024-01-24
737,Beer - Pilsner Urquell,Night blindness,"€934,79",vvvv,737,2024-03-16,2023-06-11
738,Dr. Pepper - 355ml,"Occ of anml-drn vehicle injured in clsn w pedl cyc, init","€757,60",aaaa,738,2023-04-15,2023-12-12
739,Tamarillo,"Complete physeal arrest, right proximal humerus","€82,87",Beauty & Fitness,739,2023-11-01,2023-08-29
740,Table Cloth 90x90 Colour,"Nondisp fx of post wl of r acetab, subs for fx w routn heal","€513,51",vvvv,740,2023-09-26,2024-06-27
741,Spinach - Spinach Leaf,"Contact with contaminated hypodermic needle, init encntr","€672,05",Gifts & Special Events,741,2023-10-26,2023-08-22
742,Coffee Decaf Colombian,"Poisoning by antiviral drugs, accidental, init","€373,60",aaaa,742,2023-01-26,2023-02-11
743,Wine - Masi Valpolocell,"Nondisp midcervical fx r femr, 7thF","€752,77",Beauty & Fitness,743,2023-12-08,2023-03-10
744,Bagelers - Cinn / Brown Sugar,"Placentitis, third trimester","€985,20",Gifts & Special Events,744,2023-05-10,2024-05-14
745,"Pasta - Rotini, Dry",Laceration of plantar artery of left foot,"€544,00",aaaa,745,2023-12-11,2024-03-26
746,Sobe - Tropical Energy,"Ciguatera fish poisoning, intentional self-harm, init encntr","€307,16",Gifts & Special Events,746,2024-03-31,2024-03-22
747,"Shrimp - 16/20, Peeled Deviened","Obturator subluxation of left hip, sequela","€783,63",Food & Drink,747,2023-04-02,2024-02-09
748,Sage Derby,"Burn of first degree of male genital region, sequela","€736,15",Gifts & Special Events,748,2024-02-14,2023-02-13
749,Wine - Bouchard La Vignee Pinot,"Inj unsp blood vessel at forearm level, left arm, sequela","€438,32",vvvv,749,2023-12-20,2024-04-06
750,Iced Tea Concentrate,"Trp preg, unable to dtrm num plcnta & amnio sacs, third tri","€902,68",vvvv,750,2024-04-20,2023-01-02
751,"Beef - Rib Roast, Capless","Malignant neoplasm of meninges, unspecified","€906,47",Gifts & Special Events,751,2023-11-13,2024-01-08
752,Duck - Breast,"Unsp inj intrns musc/fasc/tend r thm at wrs/hnd lv, sequela","€456,96",Beauty & Fitness,752,2023-03-10,2024-02-07
753,Bag - Clear 7 Lb,"Anterior dislocation of left sternoclavicular joint, init","€69,32",Attractions,753,2023-12-18,2023-04-10
754,Tea - Grapefruit Green Tea,"Unspecified fracture of shaft of left tibia, sequela","€781,05",Gifts & Special Events,754,2024-06-23,2024-05-28
755,Cake - Cheese Cake 9 Inch,Unspecified disorder of cornea,"€620,76",Gifts & Special Events,755,2023-06-09,2024-04-05
756,Mangostein,"Occup of 3-whl mv injured in clsn w hv veh in traf, sequela","€89,64",Food & Drink,756,2023-11-09,2024-02-05
757,"Sugar - Sweet N Low, Individual","Contact with edge of stiff paper, initial encounter","€913,77",Gifts & Special Events,757,2024-05-26,2023-10-22
758,Cheese - Brick With Onion,"Pressure ulcer of right elbow, stage 3","€92,38",Beauty & Fitness,758,2024-02-18,2023-07-09
759,Sansho Powder,"Poisoning by unsp anesthetic, accidental, init","€505,03",aaaa,759,2023-04-17,2024-02-16
760,Creme De Cacao White,Burn of unspecified degree of left axilla,"€368,96",vvvv,760,2024-03-25,2023-01-04
761,"Shrimp - 16/20, Iqf, Shell On","Burn unsp deg mult sites of left lower limb, ex ank/ft, subs","€288,86",Arts & Entertainment,761,2023-10-01,2024-06-08
762,Goldschalger,Superficial frostbite of other sites,"€902,68",aaaa,762,2023-10-14,2024-04-19
763,"Beef - Rib Roast, Capless","Disp fx of unsp tibial tuberosity, 7thP","€833,04",Gifts & Special Events,763,2024-06-24,2024-05-31
764,Cassis,Furuncle of left upper limb,"€243,45",Arts & Entertainment,764,2023-04-07,2023-10-28
765,Lamb Tenderloin Nz Fr,"Laceration of musc/fasc/tend long head of biceps, right arm","€803,50",Food & Drink,765,2024-06-19,2024-01-31
766,Spaghetti Squash,"Oth comp specific to multiple gest, first trimester, oth","€35,36",Attractions,766,2023-01-20,2024-04-27
767,Rabbit - Frozen,Fracture of manubrium,"€507,56",vvvv,767,2023-04-11,2023-07-30
768,Wine - Jafflin Bourgongone,"Osteopathy in diseases classd elswhr, right ankle and foot","€817,45",Beauty & Fitness,768,2024-02-12,2023-09-02
769,Frangelico,"Postdysenteric arthropathy, unspecified hand",,Beauty & Fitness,769,2024-01-06,2024-06-17
770,"Pasta - Fett Alfredo, Single Serve","Traumatic rupture of right ulnar collateral ligament, init","€204,36",Beauty & Fitness,770,2024-06-13,2023-03-12
771,Cookie Dough - Double,"Brown-Sequard syndrome at C8, subs","€181,20",Food & Drink,771,2023-07-10,2023-04-24
772,Curry Paste - Madras,"Unsp war operations occurring after, civilian, init",,Gifts & Special Events,772,2023-03-22,2023-04-17
773,Shrimp - Black Tiger 16/20,"Other calcification of muscle, other site","€368,12",Beauty & Fitness,773,2024-06-09,2024-06-24
774,Lettuce - Boston Bib - Organic,Unspecified subluxation of right toe(s),"€626,07",Beauty & Fitness,774,2023-08-25,2023-09-03
775,"Yogurt - Peach, 175 Gr",Athscl heart disease of native cor art w unsp ang pctrs,"€841,79",Attractions,775,2023-08-27,2023-11-10
776,Milk - 2%,Injury of other blood vessels of thorax,"€928,73",Food & Drink,776,2023-03-10,2023-08-07
777,Mustard - Pommery,"Disp fx of lateral end of r clavicle, subs for fx w nonunion","€3,55",vvvv,777,2024-04-01,2023-08-02
778,"Yogurt - Blueberry, 175 Gr",Aftercare following sterilization reversal,"€676,58",Gifts & Special Events,778,2023-12-11,2023-05-05
779,Walkers Special Old Whiskey,"Unsp car occupant injured in clsn w car nontraf, sequela","€306,65",Gifts & Special Events,779,2023-01-29,2024-05-31
780,Crackers - Trio,Other chronic cystitis without hematuria,"€286,13",Beauty & Fitness,780,2023-07-31,2023-04-12
781,Paper Cocktail Umberlla 80 - 180,"Partial traumatic amputation of right great toe, sequela","€782,96",aaaa,781,2023-02-08,2024-04-29
782,Fruit Mix - Light,"Age-related nuclear cataract, unspecified eye","€755,63",Attractions,782,2023-10-25,2024-03-25
783,Sauce - Thousand Island,Unsp injury of long flexor musc/fasc/tend thmb at wrs/hnd lv,"€196,19",Gifts & Special Events,783,2023-02-23,2023-04-22
784,"Lettuce - Mini Greens, Whole",Contact with garden tool,"€714,61",vvvv,784,2024-03-25,2023-12-02
785,"Salmon - Atlantic, No Skin","Nondisp fx of triquetrum bone, r wrs, 7thD","€148,53",Attractions,785,2023-04-10,2023-06-20
786,"Oil - Truffle, White","Person outside car inj in clsn w 2/3-whl mv in traf, subs","€749,61",Beauty & Fitness,786,2023-12-29,2024-04-29
787,"Tart Shells - Sweet, 3","Other mechanical complication of infusion catheter, sequela","€704,71",Arts & Entertainment,787,2023-05-25,2024-04-02
788,Wine - Peller Estates Late,"Legal intervnt w firearm disch, law enforc offl inj, init","€161,93",Food & Drink,788,2023-05-03,2023-02-16
789,Loquat,"Low lying placenta NOS or without hemor, first trimester","€494,17",aaaa,789,2023-05-28,2023-04-25
790,Red Currant Jelly,"Anterior cord syndrome at C1, sequela",,aaaa,790,2024-02-03,2023-05-16
791,Yukon Jack,"Non-pressure chronic ulcer of skin, not elsewhere classified","€741,13",vvvv,791,2023-12-15,2024-05-30
792,Olives - Kalamata,"Laceration of oth blood vessels of thorax, right side, init","€278,62",vvvv,792,2023-05-17,2023-07-04
793,Wine - Shiraz South Eastern,"Poisoning by unsp anesthetic, intentional self-harm, subs",,Food & Drink,793,2024-02-07,2023-10-06
794,Soho Lychee Liqueur,Indeterminate colitis,"€424,99",aaaa,794,2023-06-16,2023-07-30
795,Turkey - Ground. Lean,"Other specified bursopathies, knee","€867,80",Attractions,795,2024-06-19,2023-09-08
796,Cocoa Powder - Natural,"Matern care for oth or susp poor fetl grth, 2nd tri, fts3","€915,27",vvvv,796,2024-02-05,2024-05-23
797,"Beans - Black Bean, Canned",Milt op involving firearm discharge and oth conventl warfare,,Attractions,797,2023-09-01,2024-05-20
798,Asparagus - Mexican,Other physeal fracture of lower end of unspecified femur,,Beauty & Fitness,798,2023-09-25,2024-04-09
799,"Juice - Grape, White","Underdosing of rifampicins, sequela","€373,70",Food & Drink,799,2023-07-13,2023-01-30
800,French Pastry - Mini Chocolate,"Laceration with foreign body of left hand, sequela","€418,39",aaaa,800,2023-05-05,2024-04-01
801,Cheese - Perron Cheddar,"Injury of other nerves at forearm level, left arm, sequela","€252,48",Attractions,801,2024-02-09,2024-05-05
802,Eggplant Oriental,"Mast cell activation, unspecified","€610,37",vvvv,802,2024-02-04,2023-03-19
803,"Tart Shells - Sweet, 3","Disp fx of fifth metatarsal bone, left foot, init",,Arts & Entertainment,803,2023-11-16,2024-01-04
804,"Mushroom - Enoki, Dry",Carcinoma in situ of unspecified female genital organs,"€136,58",aaaa,804,2023-04-29,2023-05-31
805,Cornstarch,"Mycotic corneal ulcer, unspecified eye","€65,08",vvvv,805,2023-01-29,2024-05-10
806,Fruit Mix - Light,"Other fracture of occiput, unspecified side, init","€348,48",vvvv,806,2023-03-05,2023-11-23
807,Irish Cream - Baileys,"Disp fx of greater tuberosity of unsp humer, 7thK","€499,94",Beauty & Fitness,807,2023-12-22,2023-07-22
808,Wine - Gato Negro Cabernet,"Car passenger injured in clsn w 2/3-whl mv in traf, sequela","€907,66",Attractions,808,2023-02-17,2023-06-18
809,"Salmon - Atlantic, Skin On","Sprain of unspecified site of unspecified knee, subs encntr","€833,92",Arts & Entertainment,809,2023-08-03,2024-04-08
810,Tray - 16in Rnd Blk,"Non-follic (diffuse) lymphoma, unsp, intrathorac lymph nodes","€367,32",vvvv,810,2023-05-08,2024-06-15
811,Scallops - U - 10,"Sepsis of newborn due to streptococcus, group B","€393,36",vvvv,811,2023-02-23,2023-04-09
812,Beer - Sleeman Fine Porter,"Nondisp seg fx shaft of r femr, 7thG","€860,17",aaaa,812,2023-06-07,2024-03-25
813,Bread - Italian Roll With Herbs,"Disp fx of lateral condyle of unsp humerus, init for opn fx","€174,44",Attractions,813,2023-10-10,2023-03-11
814,Beef - Salted,"Other osteonecrosis, unspecified ankle",,aaaa,814,2023-07-04,2024-06-04
815,Wasabi Paste,Toxic effect of lacrimogenic gas,"€476,30",Gifts & Special Events,815,2024-01-02,2023-09-23
816,Chevere Logs,"Traum hemor left cerebrum w LOC of 6 hours to 24 hours, subs","€84,39",Beauty & Fitness,816,2024-02-07,2023-11-09
817,Clementine,Encounter for fit/adjst of partial artificial left arm,"€617,41",aaaa,817,2024-04-22,2023-03-22
818,"Chilli Paste, Ginger Garlic","Burn of first degree of unspecified elbow, subs encntr","€549,80",vvvv,818,2023-09-24,2023-11-21
819,Gloves - Goldtouch Disposable,"Unsp inj extn musc/fasc/tend at forarm lv, unsp arm, init","€778,59",Food & Drink,819,2024-03-13,2023-12-27
820,Remy Red Berry Infusion,"Drown due to oth powered watercraft overturning, sequela","€414,36",Beauty & Fitness,820,2024-02-05,2023-09-30
821,Longos - Chicken Curried,Dvtrcli of lg int w perforation and abscess w bleeding,"€797,53",Food & Drink,821,2024-05-12,2023-01-12
822,Table Cloth 62x114 Colour,Unspecified injury of abdomen,,Gifts & Special Events,822,2024-02-01,2023-07-19
823,"Pepper - White, Ground","Food in pharynx causing asphyxiation, sequela","€926,56",aaaa,823,2024-05-27,2024-03-05
824,Lamb Rack Frenched Australian,"Unsp disp fx of fourth cervical vertebra, init for opn fx","€183,85",Arts & Entertainment,824,2024-06-11,2023-06-04
825,Wine - Carmenere Casillero Del,Atherosclerosis of CABG w angina pectoris w documented spasm,"€897,31",Arts & Entertainment,825,2024-01-18,2023-10-09
826,Pie Shell - 9,"Sltr-haris Type I physl fx upr end unsp fibula, 7thD","€143,48",Attractions,826,2023-09-30,2024-07-01
827,Squid Ink,Occup of pk-up/van injured in collision w unsp mv nontraf,"€315,95",Attractions,827,2023-11-15,2023-08-15
828,Wine - Placido Pinot Grigo,"Other non-in-line roller-skating accident, subs encntr","€782,47",Beauty & Fitness,828,2023-09-20,2024-01-19
829,Carbonated Water - Lemon Lime,Encounter for other procreative investigation and testing,"€894,69",Beauty & Fitness,829,2024-06-01,2023-09-06
830,Jolt Cola,"Nondisp fx of mid 3rd of navic bone of r wrs, 7thD","€243,08",Beauty & Fitness,830,2024-01-27,2023-04-08
831,Chocolate - Dark Callets,"Puncture wound w/o foreign body, left lower leg, init encntr","€27,27",Gifts & Special Events,831,2024-04-11,2023-10-11
832,Beef Wellington,"Superficial foreign body, left hip","€566,41",vvvv,832,2023-09-12,2023-10-06
833,White Baguette,"Unsp intracranial injury w/o loss of consciousness, subs","€501,73",Attractions,833,2023-06-02,2023-09-14
834,Vinegar - Rice,"Disp fx of med phalanx of l idx fngr, 7thG","€780,15",Arts & Entertainment,834,2023-02-24,2024-04-14
835,Chinese Foods - Chicken Wing,"Other specified injury of posterior tibial artery, left leg","€619,07",Attractions,835,2024-04-10,2023-08-21
836,"Lamb - Leg, Diced","Poisn by histamine H2-receptor blockers, self-harm, sequela","€808,33",Beauty & Fitness,836,2024-04-12,2024-02-15
837,Cloves - Ground,"Fx unspecified part of body of mandible, unspecified side","€310,26",Arts & Entertainment,837,2024-06-07,2024-06-13
838,Bread Base - Goodhearth,Unsp injury of musc/fasc/tend at thigh level,"€272,22",aaaa,838,2023-10-25,2024-05-30
839,The Pop Shoppe - Lime Rickey,"Inj great saphenous at lower leg level, left leg, sequela","€446,39",Beauty & Fitness,839,2024-03-14,2024-04-18
840,Coffee - Decaffeinato Coffee,"Lacerat unsp blood vess at hip and thi lev, left leg, subs","€265,66",Beauty & Fitness,840,2023-04-28,2023-04-30
841,"Pepsi, 355 Ml","Other injury of left kidney, subsequent encounter","€695,57",Arts & Entertainment,841,2023-11-03,2023-02-26
842,Scallops - Live In Shell,"Adverse effect of anticholinesterase agents, subs encntr","€698,50",Arts & Entertainment,842,2023-04-09,2023-08-07
843,"Lid - Translucent, 3.5 And 6 Oz","Toxic effect of oth inorganic substances, assault, sequela","€899,15",Gifts & Special Events,843,2024-02-16,2023-07-31
844,Long Island Ice Tea,"Advrs effect of unsp sys anti-infect and antiparasitic, subs","€118,82",Gifts & Special Events,844,2024-01-01,2024-01-31
845,Remy Red Berry Infusion,"Poisoning by antiasthmatics, intentional self-harm","€995,12",Beauty & Fitness,845,2023-02-14,2023-09-20
846,Tea - Grapefruit Green Tea,"Disp fx of anterior column of right acetabulum, sequela","€998,59",aaaa,846,2024-02-13,2023-01-26
847,Beef - Shank,Corrosion of second degree of right thumb (nail),"€42,26",vvvv,847,2023-12-03,2023-04-21
848,Syrup - Monin - Passion Fruit,"Traum subrac hem w LOC of unsp duration, init","€182,72",Food & Drink,848,2023-08-17,2023-04-13
849,Star Fruit,"Toxic effect of oth insecticides, undetermined, subs encntr","€976,77",vvvv,849,2023-12-16,2023-02-09
850,"Turkey - Whole, Fresh","Acute leukemia of unspecified cell type, in relapse","€701,72",Attractions,850,2024-06-07,2023-03-03
851,"Basil - Dry, Rubbed",Leakage of balloon (counterpulsation) device,"€218,15",vvvv,851,2024-04-15,2023-02-26
852,Amarula Cream,Newborn affected by oth complications of labor and delivery,"€70,62",vvvv,852,2024-01-17,2023-07-28
